erp_key,bronze_table,domain,dimensional_role,layer_path,raw_object,staging_object,edw_object,mart_object,localdrawdb_layer,localdrawdb_group,note
dbo.AUDIT_FUNCAO_COMPETENCIA,dbo__AUDIT_FUNCAO_COMPETENCIA,audit,EXCLUDE,raw,raw.dbo__AUDIT_FUNCAO_COMPETENCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_FUNCAO_PERGUNTA_LIVRE,dbo__AUDIT_FUNCAO_PERGUNTA_LIVRE,audit,EXCLUDE,raw,raw.dbo__AUDIT_FUNCAO_PERGUNTA_LIVRE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_GRANDEZA,dbo__AUDIT_GRANDEZA,audit,EXCLUDE,raw,raw.dbo__AUDIT_GRANDEZA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_GRUPO_INDICADOR,dbo__AUDIT_GRUPO_INDICADOR,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_GRUPO_INDICADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_HISTORICO_CARGO,dbo__AUDIT_HISTORICO_CARGO,audit,EXCLUDE,raw,raw.dbo__AUDIT_HISTORICO_CARGO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_HISTORICO_PDI,dbo__AUDIT_HISTORICO_PDI,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_HISTORICO_PDI,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_INDICADOR,dbo__AUDIT_INDICADOR,audit,EXCLUDE,raw,raw.dbo__AUDIT_INDICADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_INSTANCIA,dbo__AUDIT_INSTANCIA,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_INSTANCIA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_INSTANCIA_CALIBRADOS,dbo__AUDIT_INSTANCIA_CALIBRADOS,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_INSTANCIA_CALIBRADOS,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,dbo__AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_INSTANCIA_CALIBRADOS_PERFORMANCE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_INSTANCIA_COMITE,dbo__AUDIT_INSTANCIA_COMITE,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_INSTANCIA_COMITE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_MARCADOR_ACAO,dbo__AUDIT_MARCADOR_ACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_MARCADOR_ACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_META,dbo__AUDIT_META,audit,EXCLUDE,raw,raw.dbo__AUDIT_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_NINE_BOX,dbo__AUDIT_NINE_BOX,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_NINE_BOX,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_NINE_BOX_CALIBRADOS,dbo__AUDIT_NINE_BOX_CALIBRADOS,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_NINE_BOX_CALIBRADOS,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_NOTA_META,dbo__AUDIT_NOTA_META,audit,EXCLUDE,raw,raw.dbo__AUDIT_NOTA_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_PDI,dbo__AUDIT_PDI,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_PDI,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_PERIODO_APURACAO,dbo__AUDIT_PERIODO_APURACAO,audit,EXCLUDE,raw,raw.dbo__AUDIT_PERIODO_APURACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_PERIODO_GESTAO,dbo__AUDIT_PERIODO_GESTAO,audit,EXCLUDE,raw,raw.dbo__AUDIT_PERIODO_GESTAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_PSW_COLABORADOR,dbo__AUDIT_PSW_COLABORADOR,audit,EXCLUDE,raw,raw.dbo__AUDIT_PSW_COLABORADOR,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_QUADRANTES_MATRIZ_TALENTOS,dbo__AUDIT_QUADRANTES_MATRIZ_TALENTOS,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_QUADRANTES_MATRIZ_TALENTOS,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_RESPOSTA_AVALIACAO,dbo__AUDIT_RESPOSTA_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_RESPOSTA_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_RESPOSTA_LIVRE_AVALIACAO,dbo__AUDIT_RESPOSTA_LIVRE_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_RESPOSTA_LIVRE_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_SYSTEM_CONFIG,dbo__AUDIT_SYSTEM_CONFIG,audit,EXCLUDE,raw,raw.dbo__AUDIT_SYSTEM_CONFIG,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_TERMO_ACEITE_ASSINATURA,dbo__AUDIT_TERMO_ACEITE_ASSINATURA,audit,EXCLUDE,raw,raw.dbo__AUDIT_TERMO_ACEITE_ASSINATURA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_TIPO_AVALIACAO,dbo__AUDIT_TIPO_AVALIACAO,unclassified,EXCLUDE,raw,raw.dbo__AUDIT_TIPO_AVALIACAO,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_UNIDADE_MEDIDA,dbo__AUDIT_UNIDADE_MEDIDA,audit,EXCLUDE,raw,raw.dbo__AUDIT_UNIDADE_MEDIDA,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AUDIT_VALOR_META,dbo__AUDIT_VALOR_META,audit,EXCLUDE,raw,raw.dbo__AUDIT_VALOR_META,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AVALIACAO_CONTINUA,dbo__AVALIACAO_CONTINUA,avaliacao,DEFER,raw+edw_stub,raw.dbo__AVALIACAO_CONTINUA,staging.stg_avaliacao_avaliacao_continua,edw.defer_avaliacao_continua,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.AVALIADOR_FORUM,dbo__AVALIADOR_FORUM,colaborador,FACT,raw+staging+edw,raw.dbo__AVALIADOR_FORUM,staging.stg_colaborador_avaliador_forum,edw.fact_avaliador_forum,,edw,fatos,FACT → edw.fact_avaliador_forum
dbo.AVALIADOR_FORUM_SUCESSAO,dbo__AVALIADOR_FORUM_SUCESSAO,colaborador,DIM,raw+staging+edw,raw.dbo__AVALIADOR_FORUM_SUCESSAO,staging.stg_colaborador_avaliador_forum_sucessao,edw.dim_avaliador_forum_sucessao,,edw,dimensional,DIM → edw.dim_avaliador_forum_sucessao
dbo.AVALIADO_SUCESSAO,dbo__AVALIADO_SUCESSAO,colaborador,DIM,raw+staging+edw,raw.dbo__AVALIADO_SUCESSAO,staging.stg_colaborador_avaliado_sucessao,edw.dim_avaliado_sucessao,,edw,dimensional,DIM → edw.dim_avaliado_sucessao
dbo.AbpEntityChangeSets,dbo__AbpEntityChangeSets,plataforma,EXCLUDE,raw,raw.dbo__AbpEntityChangeSets,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AbpEntityChanges,dbo__AbpEntityChanges,plataforma,EXCLUDE,raw,raw.dbo__AbpEntityChanges,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AbpEntityPropertyChanges,dbo__AbpEntityPropertyChanges,plataforma,EXCLUDE,raw,raw.dbo__AbpEntityPropertyChanges,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AbpSettings,dbo__AbpSettings,plataforma,EXCLUDE,raw,raw.dbo__AbpSettings,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.Absence,dbo__Absence,colaborador,DEFER,raw+edw_stub,raw.dbo__Absence,staging.stg_colaborador_absence,edw.defer_absence,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.AcceptAgreementHistory,dbo__AcceptAgreementHistory,colaborador,FACT,raw+staging+edw,raw.dbo__AcceptAgreementHistory,staging.stg_colaborador_acceptagreementhistory,edw.fact_accept_agreement_history,,edw,fatos,FACT → edw.fact_accept_agreement_history
dbo.AcceptAgreementSignatureAttachment,dbo__AcceptAgreementSignatureAttachment,colaborador,DIM,raw+staging+edw,raw.dbo__AcceptAgreementSignatureAttachment,staging.stg_colaborador_acceptagreementsignatureattachment,edw.dim_accept_agreement_signature_attachment,,edw,dimensional,DIM → edw.dim_accept_agreement_signature_attachment
dbo.ActionBase,dbo__ActionBase,acao,FACT,raw+staging+edw,raw.dbo__ActionBase,staging.stg_acao_actionbase,edw.fact_action_base,,edw,fatos,FACT → edw.fact_action_base
dbo.ActionBaseAttachment,dbo__ActionBaseAttachment,unclassified,DEFER,raw+edw_stub,raw.dbo__ActionBaseAttachment,staging.stg_erp_actionbaseattachment,edw.defer_actionbaseattachment,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ActionBaseLabel,dbo__ActionBaseLabel,acao,DIM,raw+staging+edw,raw.dbo__ActionBaseLabel,staging.stg_acao_actionbaselabel,edw.dim_action_base_label,,edw,dimensional,DIM → edw.dim_action_base_label
dbo.ActionCategoryCompetence,dbo__ActionCategoryCompetence,unclassified,DEFER,raw+edw_stub,raw.dbo__ActionCategoryCompetence,staging.stg_erp_actioncategorycompetence,edw.defer_actioncategorycompetence,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ActionEffectiveness,dbo__ActionEffectiveness,unclassified,DEFER,raw+edw_stub,raw.dbo__ActionEffectiveness,staging.stg_erp_actioneffectiveness,edw.defer_actioneffectiveness,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ActionVote,dbo__ActionVote,unclassified,DEFER,raw+edw_stub,raw.dbo__ActionVote,staging.stg_erp_actionvote,edw.defer_actionvote,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ActivityHistory,dbo__ActivityHistory,colaborador,FACT,raw+staging+edw,raw.dbo__ActivityHistory,staging.stg_colaborador_activityhistory,edw.fact_activity_history,,edw,fatos,FACT → edw.fact_activity_history
dbo.Addon,dbo__Addon,plataforma,EXCLUDE,raw,raw.dbo__Addon,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AdminPasswordResetToken,dbo__AdminPasswordResetToken,plataforma,EXCLUDE,raw,raw.dbo__AdminPasswordResetToken,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AdvancePaymentConfig,dbo__AdvancePaymentConfig,metricas,DEFER,raw+edw_stub,raw.dbo__AdvancePaymentConfig,staging.stg_metricas_advancepaymentconfig,edw.defer_advancepaymentconfig,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.AreaHistory,dbo__AreaHistory,organizacao,FACT,raw+staging+edw,raw.dbo__AreaHistory,staging.stg_organizacao_areahistory,edw.fact_area_history,,edw,fatos,FACT → edw.fact_area_history
dbo.AreaHistoryConfig,dbo__AreaHistoryConfig,metricas,DIM,raw+staging+edw,raw.dbo__AreaHistoryConfig,staging.stg_metricas_areahistoryconfig,edw.dim_area_history_config,,edw,dimensional,DIM → edw.dim_area_history_config
dbo.AreaScoreRV,dbo__AreaScoreRV,unclassified,DEFER,raw+edw_stub,raw.dbo__AreaScoreRV,staging.stg_erp_areascorerv,edw.defer_areascorerv,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.AreasGroup,dbo__AreasGroup,metricas,DEFER,raw+edw_stub,raw.dbo__AreasGroup,staging.stg_metricas_areasgroup,edw.defer_areasgroup,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.AreasGroupItem,dbo__AreasGroupItem,organizacao,DEFER,raw+edw_stub,raw.dbo__AreasGroupItem,staging.stg_organizacao_areasgroupitem,edw.defer_areasgroupitem,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.AreasGroupScoreAreasMemoryRV,dbo__AreasGroupScoreAreasMemoryRV,unclassified,DEFER,raw+edw_stub,raw.dbo__AreasGroupScoreAreasMemoryRV,staging.stg_erp_areasgroupscoreareasmemoryrv,edw.defer_areasgroupscoreareasmemoryrv,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.AreasGroupScoreRV,dbo__AreasGroupScoreRV,unclassified,DEFER,raw+edw_stub,raw.dbo__AreasGroupScoreRV,staging.stg_erp_areasgroupscorerv,edw.defer_areasgroupscorerv,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ArvoreMembrosQuebra,dbo__ArvoreMembrosQuebra,metricas,DEFER,raw+edw_stub,raw.dbo__ArvoreMembrosQuebra,staging.stg_metricas_arvoremembrosquebra,edw.defer_arvoremembrosquebra,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.AspNetPreviousPassword,dbo__AspNetPreviousPassword,plataforma,EXCLUDE,raw,raw.dbo__AspNetPreviousPassword,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AspNetRoles,dbo__AspNetRoles,unclassified,EXCLUDE,raw,raw.dbo__AspNetRoles,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AspNetUserClaims,dbo__AspNetUserClaims,unclassified,EXCLUDE,raw,raw.dbo__AspNetUserClaims,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AspNetUserLogins,dbo__AspNetUserLogins,unclassified,EXCLUDE,raw,raw.dbo__AspNetUserLogins,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AspNetUserRoles,dbo__AspNetUserRoles,unclassified,EXCLUDE,raw,raw.dbo__AspNetUserRoles,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.AspNetUsers,dbo__AspNetUsers,plataforma,EXCLUDE,raw,raw.dbo__AspNetUsers,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.BIBLIOTECA,dbo__BIBLIOTECA,pdi,DIM,raw+staging+edw,raw.dbo__BIBLIOTECA,staging.stg_pdi_biblioteca,edw.dim_biblioteca,,edw,dimensional,DIM → edw.dim_biblioteca
dbo.BKP_ACAO,dbo__BKP_ACAO,unclassified,DEFER,raw+edw_stub,raw.dbo__BKP_ACAO,staging.stg_erp_bkp_acao,edw.defer_bkp_acao,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.BKP_ACAO2,dbo__BKP_ACAO2,unclassified,DEFER,raw+edw_stub,raw.dbo__BKP_ACAO2,staging.stg_erp_bkp_acao2,edw.defer_bkp_acao2,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.BOOK,dbo__BOOK,organizacao,DEFER,raw+edw_stub,raw.dbo__BOOK,staging.stg_organizacao_book,edw.defer_book,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.BackgroundJobManagement,dbo__BackgroundJobManagement,plataforma,EXCLUDE,raw,raw.dbo__BackgroundJobManagement,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.Breakdown,dbo__Breakdown,unclassified,DEFER,raw+edw_stub,raw.dbo__Breakdown,staging.stg_erp_breakdown,edw.defer_breakdown,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.BreakdownValue,dbo__BreakdownValue,unclassified,DEFER,raw+edw_stub,raw.dbo__BreakdownValue,staging.stg_erp_breakdownvalue,edw.defer_breakdownvalue,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.BreakdownValueOption,dbo__BreakdownValueOption,unclassified,DEFER,raw+edw_stub,raw.dbo__BreakdownValueOption,staging.stg_erp_breakdownvalueoption,edw.defer_breakdownvalueoption,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.BrfGoalSyncLog,dbo__BrfGoalSyncLog,unclassified,DEFER,raw+edw_stub,raw.dbo__BrfGoalSyncLog,staging.stg_erp_brfgoalsynclog,edw.defer_brfgoalsynclog,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CALCULO_MANUAL_PERFORMANCE,dbo__CALCULO_MANUAL_PERFORMANCE,unclassified,DEFER,raw+edw_stub,raw.dbo__CALCULO_MANUAL_PERFORMANCE,staging.stg_erp_calculo_manual_performance,edw.defer_calculo_manual_performance,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,dbo__CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,avaliacao,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_AVALIADOR_TIPO_COMPETENCIA,staging.stg_avaliacao_calc_resultado_avaliador_tipo_competencia,edw.defer_calc_resultado_avaliador_tipo_competencia,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_IMPACTO,dbo__CALC_RESULTADO_IMPACTO,avaliacao,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_IMPACTO,staging.stg_avaliacao_calc_resultado_impacto,edw.defer_calc_resultado_impacto,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_POTENCIAL,dbo__CALC_RESULTADO_POTENCIAL,unclassified,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_POTENCIAL,staging.stg_erp_calc_resultado_potencial,edw.defer_calc_resultado_potencial,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_PROJETO,dbo__CALC_RESULTADO_PROJETO,unclassified,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_PROJETO,staging.stg_erp_calc_resultado_projeto,edw.defer_calc_resultado_projeto,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_RISCO,dbo__CALC_RESULTADO_RISCO,avaliacao,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_RISCO,staging.stg_avaliacao_calc_resultado_risco,edw.defer_calc_resultado_risco,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,dbo__CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,avaliacao,DEFER,raw+edw_stub,raw.dbo__CALC_RESULTADO_TIPO_AVALIADOR_TIPO_COMPETENCIA,staging.stg_avaliacao_calc_resultado_tipo_avaliador_tipo_competencia,edw.defer_calc_resultado_tipo_avaliador_tipo_competencia,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.CALENDARIO_EVENTO,dbo__CALENDARIO_EVENTO,unclassified,DEFER,raw+edw_stub,raw.dbo__CALENDARIO_EVENTO,staging.stg_erp_calendario_evento,edw.defer_calendario_evento,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CALIBRADOS_PERFORMANCE,dbo__CALIBRADOS_PERFORMANCE,avaliacao,DEFER,raw+edw_stub,raw.dbo__CALIBRADOS_PERFORMANCE,staging.stg_avaliacao_calibrados_performance,edw.defer_calibrados_performance,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.CARGO,dbo__CARGO,organizacao,DIM,raw+staging+edw,raw.dbo__CARGO,staging.stg_organizacao_cargo,edw.dim_org_job,,edw,dimensional,DIM → edw.dim_org_job
dbo.CATCH_BALL,dbo__CATCH_BALL,acao,DIM,raw+staging+edw,raw.dbo__CATCH_BALL,staging.stg_acao_catch_ball,edw.dim_catch_ball,,edw,dimensional,DIM → edw.dim_catch_ball
dbo.CATCH_BALL_BOOK,dbo__CATCH_BALL_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__CATCH_BALL_BOOK,staging.stg_erp_catch_ball_book,edw.defer_catch_ball_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CAUSA,dbo__CAUSA,acao,DIM,raw+staging+edw,raw.dbo__CAUSA,staging.stg_acao_causa,edw.dim_causa,,edw,dimensional,DIM → edw.dim_causa
dbo.CAUSA_BOOK,dbo__CAUSA_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__CAUSA_BOOK,staging.stg_erp_causa_book,edw.defer_causa_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CODE_GENERATOR,dbo__CODE_GENERATOR,metricas,DIM,raw+staging+edw,raw.dbo__CODE_GENERATOR,staging.stg_metricas_code_generator,edw.dim_code_generator,,edw,dimensional,DIM → edw.dim_code_generator
dbo.COLABORADOR,dbo__COLABORADOR,colaborador,DIM,raw+staging+edw,raw.dbo__COLABORADOR,staging.stg_colaborador_colaborador,edw.dim_employee,mart.report_performance_360 (downstream),edw,dimensional,DIM → edw.dim_employee
dbo.COLABORADOR_AREA,dbo__COLABORADOR_AREA,colaborador,BRIDGE,raw+staging+edw,raw.dbo__COLABORADOR_AREA,staging.stg_colaborador_colaborador_area,edw.bridge_employee_area,,edw,bridge,BRIDGE → edw.bridge_employee_area
dbo.COLABORADOR_DATA_EXTRACT,dbo__COLABORADOR_DATA_EXTRACT,colaborador,DEFER,raw+edw_stub,raw.dbo__COLABORADOR_DATA_EXTRACT,staging.stg_colaborador_colaborador_data_extract,edw.defer_colaborador_data_extract,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.COLABORADOR_SCORE,dbo__COLABORADOR_SCORE,metricas,DEFER,raw+edw_stub,raw.dbo__COLABORADOR_SCORE,staging.stg_metricas_colaborador_score,edw.defer_colaborador_score,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.COMENTARIO,dbo__COMENTARIO,unclassified,DEFER,raw+edw_stub,raw.dbo__COMENTARIO,staging.stg_erp_comentario,edw.defer_comentario,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.COMENTARIO_AVALIADO_FORUM_SUCESSAO,dbo__COMENTARIO_AVALIADO_FORUM_SUCESSAO,avaliacao,DEFER,raw+edw_stub,raw.dbo__COMENTARIO_AVALIADO_FORUM_SUCESSAO,staging.stg_avaliacao_comentario_avaliado_forum_sucessao,edw.defer_comentario_avaliado_forum_sucessao,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.COMPORTAMENTO,dbo__COMPORTAMENTO,unclassified,DEFER,raw+edw_stub,raw.dbo__COMPORTAMENTO,staging.stg_erp_comportamento,edw.defer_comportamento,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CONFIGURACOES_GERAIS_FEEDBACK_CONTINUO,dbo__CONFIGURACOES_GERAIS_FEEDBACK_CONTINUO,avaliacao,DIM,raw+staging+edw,raw.dbo__CONFIGURACOES_GERAIS_FEEDBACK_CONTINUO,staging.stg_avaliacao_configuracoes_gerais_feedback_continuo,edw.dim_configuracoes_gerais_feedback_continuo,,edw,dimensional,DIM → edw.dim_configuracoes_gerais_feedback_continuo
dbo.CONTRAMEDIDA,dbo__CONTRAMEDIDA,acao,FACT,raw+staging+edw,raw.dbo__CONTRAMEDIDA,staging.stg_acao_contramedida,edw.fact_contramedida,,edw,fatos,FACT → edw.fact_contramedida
dbo.COTACAO_MOEDA,dbo__COTACAO_MOEDA,referencia,DEFER,raw+edw_stub,raw.dbo__COTACAO_MOEDA,staging.stg_referencia_cotacao_moeda,edw.defer_cotacao_moeda,,raw,ingestao_referencia,DEFER — stub EDW; sem dados piloto
dbo.COTACAO_MOEDA_ITEM,dbo__COTACAO_MOEDA_ITEM,remuneracao,DEFER,raw+edw_stub,raw.dbo__COTACAO_MOEDA_ITEM,staging.stg_remuneracao_cotacao_moeda_item,edw.defer_cotacao_moeda_item,,raw,ingestao_remuneracao,DEFER — stub EDW; sem dados piloto
dbo.CURVA_MULTIPLO,dbo__CURVA_MULTIPLO,metricas,DIM,raw+staging+edw,raw.dbo__CURVA_MULTIPLO,staging.stg_metricas_curva_multiplo,edw.dim_curva_multiplo,,edw,dimensional,DIM → edw.dim_curva_multiplo
dbo.CURVA_PONTUACAO,dbo__CURVA_PONTUACAO,metricas,DEFER,raw+edw_stub,raw.dbo__CURVA_PONTUACAO,staging.stg_metricas_curva_pontuacao,edw.defer_curva_pontuacao,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.CURVA_PREMIACAO,dbo__CURVA_PREMIACAO,metricas,DIM,raw+staging+edw,raw.dbo__CURVA_PREMIACAO,staging.stg_metricas_curva_premiacao,edw.dim_curva_premiacao,,edw,dimensional,DIM → edw.dim_curva_premiacao
dbo.CalibrationGroupDiscretionary,dbo__CalibrationGroupDiscretionary,metricas,DIM,raw+staging+edw,raw.dbo__CalibrationGroupDiscretionary,staging.stg_metricas_calibrationgroupdiscretionary,edw.dim_calibration_group_discretionary,,edw,dimensional,DIM → edw.dim_calibration_group_discretionary
dbo.CategoryAnalysis,dbo__CategoryAnalysis,metricas,DEFER,raw+edw_stub,raw.dbo__CategoryAnalysis,staging.stg_metricas_categoryanalysis,edw.defer_categoryanalysis,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.CauseAnalysisPermission,dbo__CauseAnalysisPermission,colaborador,DIM,raw+staging+edw,raw.dbo__CauseAnalysisPermission,staging.stg_colaborador_causeanalysispermission,edw.dim_cause_analysis_permission,,edw,dimensional,DIM → edw.dim_cause_analysis_permission
dbo.Certificate,dbo__Certificate,colaborador,DIM,raw+staging+edw,raw.dbo__Certificate,staging.stg_colaborador_certificate,edw.dim_certificate,,edw,dimensional,DIM → edw.dim_certificate
dbo.CertificateAttachment,dbo__CertificateAttachment,colaborador,DIM,raw+staging+edw,raw.dbo__CertificateAttachment,staging.stg_colaborador_certificateattachment,edw.dim_certificate_attachment,,edw,dimensional,DIM → edw.dim_certificate_attachment
dbo.ChangeHistory,dbo__ChangeHistory,colaborador,DEFER,raw+edw_stub,raw.dbo__ChangeHistory,staging.stg_colaborador_changehistory,edw.defer_changehistory,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.ClassificationImpactOfLoss,dbo__ClassificationImpactOfLoss,sucessao,DEFER,raw+edw_stub,raw.dbo__ClassificationImpactOfLoss,staging.stg_sucessao_classificationimpactofloss,edw.defer_classificationimpactofloss,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.ClassificationRiskOfLoss,dbo__ClassificationRiskOfLoss,sucessao,DEFER,raw+edw_stub,raw.dbo__ClassificationRiskOfLoss,staging.stg_sucessao_classificationriskofloss,edw.defer_classificationriskofloss,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.Company,dbo__Company,organizacao,DIM,raw+staging+edw,raw.dbo__Company,staging.stg_organizacao_company,edw.dim_company,,edw,dimensional,DIM → edw.dim_company
dbo.ConceptDiscretionary,dbo__ConceptDiscretionary,metricas,DIM,raw+staging+edw,raw.dbo__ConceptDiscretionary,staging.stg_metricas_conceptdiscretionary,edw.dim_concept_discretionary,,edw,dimensional,DIM → edw.dim_concept_discretionary
